Anger,Fear,Joy,Sadness
0.03,0.03,0.08,0.02
0.01,0.02,0.02,0.01
0.03,0.02,0.1,0.02
0.03,0.06,0.11,0.03
0.02,0.02,0.02,0.01
0.03,0.04,0.05,0.02
0.15,0.15,0.5012,0.4924
0.69923,0.05,0.01,0.02
0.6993,0.04,0.01,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.03,0.02
0.69902,0.07,0.03,0.01
0.69888,0.07,0.02,0.01
0.69916,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.6993,0.04,0.01,0.02
0.4447,0.5511,0.07,0.08
0.69909,0.03,0.02,0.03
0.02,0.02,0.04,0.02
0.02,0.02,0.03,0.01
0.8941,0.1034,0.03,0.05
0.2177,0.7792,0.06,0.09
0.69902,0.03,0.02,0.06
0.02,0.01,0.69741,0.0023
0.02,0.03,0.03,0.01
0.69916,0.05,0.02,0.02
0.69916,0.06,0.02,0.02
0.02,0.02,0.04,0.02
0.03,0.03,0.07,0.02
0.6993,0.03,0.01,0.02
0.6993,0.04,0.01,0.02
0.69923,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.04,0.02
0.69916,0.03,0.02,0.04
0.02,0.02,0.02,0.02
0.69923,0.05,0.01,0.02
0.642,0.3551,0.04,0.08
0.03,0.02,0.01,0.01
0.02,0.04,0.04,0.02
0.02,0.02,0.03,0.02
0.69909,0.03,0.03,0.05
0.02,0.02,0.15,0.02
0.13,0.15,0.7006,0.2935
0.03,0.02,0.69713,0.0026
0.6993,0.04,0.01,0.02
0.04,0.02,0.69839,0.06
0.03,0.02,0.01,0.02
0.69923,0.04,0.01,0.03
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.01,0.03,0.01
0.69902,0.04,0.03,0.02
0.12,0.03,0.68516,0.0024
0.69923,0.03,0.01,0.02
0.02,0.02,0.03,0.01
0.6993,0.03,0.01,0.02
0.69909,0.04,0.02,0.04
0.69909,0.04,0.02,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.04,0.02
0.69916,0.05,0.01,0.01
0.6993,0.03,0.01,0.02
0.02,0.01,0.69839,0.06
0.69916,0.05,0.02,0.01
0.02,0.02,0.09,0.01
0.03,0.02,0.09,0.02
0.69923,0.04,0.02,0.02
0.02,0.02,0.03,0.02
0.69902,0.05,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.01,0.02,0.01
0.02,0.03,0.03,0.01
0.02,0.02,0.02,0.01
0.6993,0.03,0.01,0.02
0.03,0.02,0.69818,0.1
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.08,0.01
0.6993,0.03,0.01,0.03
0.0027,0.69657,0.04,0.07
0.16,0.69664,0.09,0.09
0.69916,0.03,0.02,0.03
0.03,0.02,0.02,0.02
0.03,0.01,0.05,0.02
0.6864,0.3107,0.05,0.08
0.02,0.02,0.02,0.02
0.04,0.03,0.0063,0.02
0.02,0.01,0.03,0.01
0.04,0.03,0.69811,0.06
0.69902,0.04,0.02,0.03
0.03,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.2673,0.7291,0.06,0.11
0.03,0.02,0.02,0.01
0.3239,0.6733,0.05,0.07
0.03,0.02,0.02,0.02
0.03,0.03,0.09,0.02
0.0462,0.17,0.0033,0.66171
0.69909,0.06,0.02,0.01
0.16,0.17,0.4631,0.5293
0.05,0.05,0.68516,0.0025
0.69916,0.03,0.02,0.02
0.03,0.01,0.69839,0.07
0.01,0.02,0.02,0.01
0.03,0.05,0.09,0.02
0.69923,0.04,0.01,0.02
0.69909,0.05,0.01,0.04
0.6993,0.03,0.01,0.02
0.03,0.03,0.08,0.02
0.03,0.02,0.69839,0.09
0.69937,0.03,0.02,0.02
0.02,0.02,0.01,0.01
0.0037,0.0062,0.037,0.14
0.02,0.02,0.02,0.01
0.6993,0.04,0.01,0.03
0.02,0.03,0.01,0.01
0.69916,0.03,0.03,0.02
0.6993,0.03,0.01,0.02
0.69846,0.05,0.02,0.03
0.02,0.02,0.08,0.02
0.03,0.02,0.01,0.01
0.6993,0.03,0.01,0.02
0.02,0.01,0.02,0.01
0.02,0.02,0.03,0.03
0.02,0.03,0.07,0.02
0.69916,0.04,0.02,0.02
0.03,0.02,0.69853,0.08
0.69923,0.04,0.01,0.02
0.02,0.03,0.12,0.02
0.02,0.03,0.69685,0.003
0.02,0.02,0.01,0.01
0.02,0.02,0.07,0.01
0.69881,0.03,0.04,0.03
0.02,0.03,0.07,0.02
0.6993,0.03,0.01,0.03
0.6993,0.04,0.01,0.01
0.03,0.05,0.02,0.02
0.6993,0.03,0.01,0.02
0.2312,0.7655,0.05,0.07
0.0023,0.08,0.0078,0.69111
0.69937,0.03,0.01,0.02
0.05,0.01,0.69769,0.04
0.03,0.02,0.69832,0.06
0.69923,0.03,0.02,0.02
0.02,0.02,0.02,0.01
0.69937,0.04,0.01,0.01
0.69916,0.03,0.02,0.02
0.69916,0.04,0.02,0.03
0.16,0.69706,0.05,0.09
0.03,0.02,0.01,0.02
0.15,0.69692,0.07,0.1
0.02,0.02,0.13,0.02
0.03,0.02,0.01,0.02
0.02,0.02,0.02,0.02
0.15,0.15,0.4568,0.5358
0.69902,0.03,0.02,0.05
0.69923,0.03,0.02,0.02
0.08,0.05,0.122,0.09
0.03,0.02,0.02,0.02
0.69916,0.03,0.02,0.02
0.02,0.01,0.69853,0.07
0.02,0.02,0.69811,0.12
0.0021,0.69671,0.04,0.08
0.03,0.02,0.05,0.02
0.02,0.02,0.08,0.02
0.0332,0.67515,0.04,0.06
0.03,0.02,0.02,0.01
0.03,0.02,0.06,0.02
0.03,0.02,0.02,0.02
0.16,0.69685,0.07,0.09
0.69923,0.04,0.02,0.02
0.04,0.01,0.69839,0.05
0.69923,0.03,0.01,0.04
0.6993,0.03,0.02,0.03
0.02,0.02,0.02,0.01
0.69902,0.05,0.02,0.01
0.69916,0.03,0.02,0.02
0.02,0.05,0.18,0.03
0.69888,0.05,0.03,0.02
0.69895,0.04,0.02,0.02
0.69923,0.02,0.02,0.02
0.69923,0.04,0.02,0.03
0.04,0.03,0.08,0.02
0.6993,0.03,0.01,0.02
0.02,0.02,0.0021,0.02
0.02,0.02,0.01,0.02
0.02,0.03,0.04,0.01
0.02,0.02,0.01,0.01
0.69888,0.04,0.02,0.06
0.03,0.02,0.02,0.02
0.03,0.03,0.07,0.02
0.05,0.03,0.02,0.02
0.17,0.69678,0.05,0.08
0.03,0.02,0.09,0.02
0.6993,0.04,0.02,0.03
0.02,0.02,0.03,0.01
0.69909,0.03,0.02,0.03
0.02,0.02,0.09,0.02
0.04,0.02,0.69839,0.07
0.13,0.69587,0.14,0.14
0.02,0.05,0.08,0.02
0.69888,0.03,0.04,0.03
0.69895,0.03,0.02,0.02
0.02,0.02,0.02,0.01
0.03,0.02,0.69741,0.0023
0.12,0.11,0.8103,0.0039
0.04,0.02,0.04,0.02
0.02,0.02,0.02,0.01
0.18,0.14,0.0031,0.69419
0.69902,0.09,0.01,0.02
0.02,0.02,0.02,0.01
0.69923,0.03,0.02,0.02
0.0101,0.69132,0.05,0.08
0.03,0.04,0.09,0.02
0.04,0.02,0.02,0.01
0.3559,0.6397,0.07,0.13
0.02,0.02,0.03,0.02
0.02,0.01,0.02,0.01
0.16,0.17,0.2592,0.7342
0.6993,0.05,0.01,0.01
0.02,0.02,0.01,0.01
0.03,0.07,0.12,0.02
0.02,0.02,0.02,0.01
0.03,0.04,0.05,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.69937,0.03,0.01,0.01
0.02,0.03,0.1,0.03
0.02,0.02,0.04,0.02
0.02,0.02,0.01,0.01
0.03,0.01,0.69769,0.18
0.03,0.02,0.02,0.01
0.69923,0.03,0.02,0.02
0.02,0.01,0.02,0.01
0.69916,0.03,0.02,0.04
0.02,0.02,0.08,0.02
0.69895,0.05,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.01,0.01
0.02,0.04,0.1,0.02
0.0024,0.08,0.238,0.12
0.03,0.03,0.07,0.02
0.14,0.69671,0.06,0.12
0.69923,0.06,0.02,0.02
0.02,0.02,0.6979,0.16
0.06,0.02,0.08,0.01
0.04,0.03,0.69811,0.1
0.02,0.01,0.69804,0.09
0.02,0.02,0.02,0.01
0.03,0.01,0.69839,0.06
0.12,0.69552,0.17,0.12
0.02,0.02,0.02,0.01
0.19,0.13,0.1122,0.8819
0.04,0.13,0.07,0.03
0.02,0.03,0.07,0.02
0.02,0.02,0.69839,0.08
0.03,0.02,0.69832,0.11
0.03,0.01,0.69832,0.06
0.03,0.02,0.69727,0.0026
0.02,0.02,0.03,0.01
0.6993,0.03,0.02,0.01
0.02,0.01,0.03,0.01
0.12,0.15,0.7244,0.2697
0.03,0.02,0.03,0.02
0.03,0.02,0.11,0.02
0.69902,0.03,0.02,0.03
0.02,0.02,0.03,0.01
0.0953,0.63133,0.05,0.08
0.69916,0.03,0.02,0.03
0.03,0.02,0.02,0.02
0.02,0.02,0.03,0.02
0.02,0.02,0.08,0.02
0.03,0.02,0.02,0.01
0.69916,0.03,0.02,0.02
0.69783,0.06,0.02,0.15
0.03,0.02,0.69797,0.13
0.02,0.03,0.09,0.02
0.02,0.02,0.01,0.01
0.04,0.02,0.03,0.02
0.02,0.02,0.02,0.01
0.04,0.02,0.02,0.01
0.69902,0.03,0.02,0.05
0.02,0.02,0.02,0.01
0.69909,0.03,0.02,0.03
0.69916,0.03,0.02,0.03
0.06,0.02,0.02,0.01
0.69909,0.03,0.02,0.04
0.03,0.03,0.05,0.02
0.69902,0.03,0.03,0.03
0.69916,0.05,0.01,0.01
0.02,0.02,0.02,0.02
0.03,0.02,0.03,0.03
0.03,0.02,0.01,0.01
0.02,0.02,0.11,0.02
0.13,0.14,0.6793,0.3146
0.04,0.02,0.02,0.02
0.02,0.01,0.03,0.01
0.02,0.02,0.12,0.02
0.69888,0.04,0.02,0.02
0.69916,0.03,0.02,0.02
0.69909,0.02,0.02,0.03
0.02,0.02,0.02,0.02
0.02,0.01,0.02,0.01
0.09,0.14,0.05,0.06
0.14,0.14,0.6227,0.3708
0.69902,0.03,0.02,0.04
0.69888,0.03,0.02,0.02
0.02,0.01,0.69783,0.1
0.69888,0.03,0.03,0.03
0.04,0.02,0.02,0.01
0.69902,0.03,0.03,0.03
0.6993,0.04,0.02,0.02
0.69909,0.03,0.02,0.03
0.02,0.02,0.09,0.02
0.19,0.12,0.0054,0.69251
0.07,0.06,0.1,0.03
0.69916,0.03,0.02,0.03
0.69923,0.04,0.01,0.03
0.14,0.69657,0.07,0.1
0.02,0.02,0.03,0.02
0.69902,0.03,0.03,0.04
0.02,0.01,0.03,0.01
0.13,0.69629,0.09,0.15
0.69923,0.05,0.01,0.02
0.02,0.02,0.02,0.01
0.03,0.02,0.08,0.02
0.0524,0.66178,0.03,0.06
0.02,0.03,0.08,0.02
0.07,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.03,0.02,0.02,0.02
0.69923,0.03,0.02,0.03
0.7973,0.18,0.0026,0.1943
0.6993,0.03,0.02,0.02
0.03,0.02,0.69839,0.08
0.3734,0.6237,0.05,0.07
0.69909,0.04,0.01,0.02
0.6993,0.04,0.01,0.02
0.18,0.69594,0.06,0.07
0.03,0.04,0.09,0.02
0.69923,0.03,0.02,0.04
0.03,0.02,0.69832,0.09
0.02,0.02,0.02,0.01
0.14,0.69587,0.06,0.11
0.69916,0.03,0.02,0.02
0.69923,0.03,0.02,0.03
0.69923,0.03,0.01,0.03
0.15,0.13,0.0044,0.69349
0.02,0.03,0.02,0.01
0.69923,0.04,0.02,0.03
0.03,0.02,0.01,0.01
0.02,0.02,0.04,0.03
0.69916,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.69916,0.04,0.02,0.03
0.67984,0.0044,0.05,0.0227
0.03,0.02,0.69839,0.07
0.02,0.02,0.03,0.01
0.02,0.03,0.03,0.01
0.06,0.04,0.01,0.02
0.68138,0.0257,0.02,0.02
0.69916,0.03,0.02,0.04
0.02,0.02,0.02,0.02
0.69727,0.07,0.04,0.04
0.7702,0.2276,0.04,0.06
0.69923,0.03,0.02,0.03
0.69937,0.04,0.01,0.02
0.02,0.02,0.01,0.02
0.3807,0.6155,0.06,0.12
0.03,0.05,0.08,0.02
0.69923,0.04,0.01,0.03
0.0342,0.67445,0.05,0.07
0.02,0.02,0.05,0.02
0.69909,0.03,0.02,0.05
0.04,0.06,0.07,0.03
0.02,0.02,0.02,0.01
0.67445,0.0353,0.03,0.03
0.0021,0.12,0.0028,0.6944
0.03,0.02,0.69846,0.08
0.0459,0.66584,0.04,0.07
0.69923,0.06,0.01,0.01
0.69923,0.03,0.02,0.03
0.03,0.02,0.02,0.02
0.02,0.02,0.09,0.02
0.02,0.02,0.02,0.01
0.6993,0.04,0.01,0.02
0.02,0.02,0.02,0.02
0.69888,0.06,0.02,0.05
0.02,0.02,0.69832,0.06
0.04,0.03,0.69804,0.12
0.69923,0.03,0.01,0.02
0.69727,0.0032,0.01,0.03
0.03,0.02,0.69839,0.07
0.03,0.03,0.06,0.02
0.69923,0.05,0.01,0.01
0.6993,0.04,0.02,0.01
0.02,0.02,0.02,0.01
0.07,0.05,0.039,0.12
0.03,0.09,0.07,0.02
0.02,0.02,0.05,0.02
0.69867,0.13,0.01,0.02
0.69916,0.03,0.02,0.02
0.02,0.02,0.09,0.02
0.02,0.02,0.03,0.02
0.69895,0.03,0.02,0.04
0.69923,0.04,0.01,0.03
0.02,0.02,0.02,0.01
0.69825,0.05,0.02,0.11
0.69909,0.04,0.02,0.05
0.02,0.02,0.03,0.01
0.03,0.09,0.05,0.02
0.69923,0.05,0.01,0.02
0.02,0.02,0.1,0.01
0.02,0.02,0.13,0.02
0.02,0.01,0.02,0.01
0.03,0.02,0.69839,0.06
0.0028,0.08,0.0089,0.69006
0.03,0.02,0.69783,0.05
0.69923,0.05,0.01,0.02
0.02,0.02,0.04,0.02
0.08,0.04,0.13,0.03
0.69874,0.03,0.02,0.09
0.03,0.02,0.02,0.02
0.02,0.01,0.04,0.01
0.0026,0.6958,0.08,0.12
0.02,0.02,0.69783,0.16
0.4044,0.5915,0.05,0.08
0.03,0.02,0.69839,0.07
0.02,0.01,0.05,0.02
0.69909,0.03,0.02,0.02
0.05,0.05,0.06,0.07
0.6993,0.03,0.02,0.02
0.02,0.01,0.02,0.01
0.11,0.69496,0.12,0.16
0.69895,0.04,0.02,0.03
0.05,0.03,0.01,0.02
0.03,0.02,0.02,0.01
0.02,0.03,0.06,0.02
0.6993,0.03,0.01,0.02
0.07,0.04,0.081,0.06
0.03,0.01,0.69839,0.05
0.02,0.01,0.04,0.01
0.03,0.02,0.03,0.02
0.02,0.01,0.04,0.01
0.0248,0.68082,0.03,0.06
0.69923,0.03,0.02,0.02
0.6993,0.04,0.01,0.01
0.02,0.02,0.02,0.01
0.03,0.02,0.69846,0.07
0.03,0.02,0.03,0.02
0.03,0.05,0.05,0.02
0.03,0.01,0.03,0.01
0.69895,0.06,0.02,0.02
0.0026,0.69685,0.04,0.06
0.69923,0.03,0.02,0.03
0.6993,0.04,0.02,0.01
0.04,0.07,0.005,0.03
0.69916,0.04,0.01,0.02
0.03,0.02,0.69748,0.0022
0.02,0.02,0.02,0.01
0.69076,0.13,0.03,0.0107
0.69902,0.03,0.02,0.03
0.03,0.02,0.69804,0.09
0.02,0.03,0.08,0.02
0.03,0.02,0.69832,0.07
0.69916,0.03,0.01,0.04
0.01,0.01,0.03,0.01
0.02,0.02,0.02,0.02
0.06,0.02,0.69811,0.07
0.02,0.03,0.01,0.02
0.02,0.02,0.03,0.02
0.69916,0.03,0.02,0.03
0.14,0.0022,0.0063,0.69202
0.03,0.02,0.69846,0.1
0.04,0.02,0.69832,0.09
0.6993,0.04,0.01,0.02
0.02,0.03,0.03,0.02
0.69923,0.04,0.01,0.02
0.03,0.02,0.6979,0.14
0.02,0.02,0.02,0.02
0.04,0.02,0.69839,0.09
0.03,0.02,0.05,0.02
0.07,0.04,0.0616,0.06
0.69902,0.03,0.03,0.03
0.06,0.11,0.0407,0.08
0.69867,0.06,0.03,0.02
0.0799,0.64246,0.05,0.06
0.15,0.69678,0.08,0.11
0.69909,0.03,0.02,0.04
0.6993,0.03,0.01,0.02
0.69916,0.03,0.02,0.03
0.03,0.01,0.03,0.01
0.02,0.02,0.02,0.01
0.13,0.69657,0.07,0.13
0.03,0.01,0.69839,0.06
0.69916,0.03,0.02,0.02
0.02,0.02,0.02,0.01
0.0166,0.002,0.0749,0.0024
0.04,0.02,0.69762,0.15
0.69937,0.03,0.01,0.01
0.03,0.02,0.02,0.02
0.69916,0.03,0.02,0.02
0.6993,0.03,0.01,0.02
0.02,0.02,0.03,0.01
0.04,0.02,0.69825,0.05
0.02,0.01,0.04,0.01
0.69923,0.06,0.01,0.01
0.03,0.03,0.08,0.05
0.05,0.03,0.08,0.02
0.03,0.01,0.69846,0.08
0.03,0.02,0.69846,0.07
0.03,0.02,0.69839,0.06
0.04,0.02,0.01,0.01
0.0682,0.65058,0.03,0.07
0.15,0.14,0.5222,0.4713
0.02,0.03,0.08,0.02
0.002,0.6965,0.06,0.12
0.03,0.02,0.09,0.02
0.11,0.09,0.1713,0.0025
0.04,0.04,0.02,0.02
0.69902,0.03,0.03,0.02
0.6993,0.03,0.01,0.02
0.02,0.02,0.03,0.02
0.0022,0.69664,0.07,0.07
0.03,0.02,0.69832,0.1
0.03,0.02,0.69832,0.09
0.69902,0.03,0.02,0.05
0.02,0.02,0.69846,0.08
0.02,0.02,0.02,0.01
0.14,0.14,0.6804,0.3136
0.0504,0.66311,0.04,0.05
0.02,0.03,0.03,0.01
0.03,0.02,0.69832,0.1
0.04,0.03,0.02,0.01
0.03,0.05,0.05,0.02
0.03,0.02,0.09,0.02
0.02,0.02,0.02,0.02
0.02,0.1,0.06,0.03
0.02,0.02,0.02,0.01
0.15,0.13,0.5715,0.4224
0.69874,0.13,0.01,0.02
0.02,0.04,0.0028,0.02
0.69895,0.04,0.02,0.03
0.03,0.01,0.69832,0.05
0.02,0.02,0.03,0.01
0.69923,0.03,0.02,0.02
0.03,0.01,0.69839,0.08
0.3374,0.6598,0.06,0.07
0.03,0.02,0.69811,0.1
0.02,0.01,0.03,0.01
0.6993,0.03,0.02,0.02
0.03,0.05,0.69776,0.1
0.6993,0.03,0.02,0.02
0.002,0.16,0.0033,0.69412
0.6993,0.04,0.01,0.01
0.69874,0.12,0.01,0.02
0.6993,0.05,0.01,0.02
0.02,0.02,0.02,0.01
0.69923,0.03,0.02,0.02
0.69923,0.03,0.02,0.02
0.69916,0.03,0.02,0.02
0.03,0.03,0.08,0.05
0.11,0.06,0.7415,0.15
0.02,0.02,0.06,0.02
0.69923,0.02,0.02,0.03
0.15,0.19,0.4594,0.5336
0.03,0.03,0.07,0.02
0.8704,0.1252,0.04,0.04
0.03,0.02,0.69825,0.06
0.18,0.69657,0.07,0.12
0.03,0.02,0.1,0.02
0.02,0.02,0.05,0.02
0.14,0.18,0.0079,0.69118
0.03,0.02,0.01,0.01
0.6993,0.04,0.01,0.02
0.02,0.02,0.12,0.02
0.69923,0.03,0.02,0.03
0.02,0.02,0.08,0.02
0.02,0.02,0.03,0.02
0.69916,0.03,0.02,0.02
0.03,0.02,0.69811,0.1
0.02,0.02,0.02,0.01
0.002,0.1,0.0048,0.69314
0.69923,0.03,0.02,0.02
0.04,0.03,0.002,0.02
0.03,0.02,0.02,0.01
0.69923,0.03,0.02,0.02
0.02,0.02,0.11,0.01
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.19,0.69664,0.05,0.08
0.02,0.02,0.14,0.02
0.02,0.02,0.02,0.01
0.03,0.04,0.05,0.02
0.02,0.02,0.03,0.02
0.03,0.02,0.69839,0.07
0.02,0.03,0.06,0.02
0.02,0.03,0.03,0.02
0.6909,0.0119,0.02,0.01
0.15,0.69678,0.06,0.11
0.02,0.03,0.11,0.02
0.02,0.02,0.69804,0.16
0.6993,0.03,0.02,0.03
0.15,0.69678,0.05,0.09
0.02,0.02,0.02,0.01
0.1,0.05,0.7829,0.14
0.03,0.02,0.03,0.02
0.69916,0.03,0.02,0.02
0.69923,0.03,0.02,0.02
0.02,0.02,0.02,0.01
0.15,0.14,0.5564,0.4369
0.1424,0.8537,0.06,0.1
0.08,0.08,0.894,0.1019
0.69902,0.03,0.02,0.03
0.0028,0.69643,0.06,0.07
0.2765,0.7205,0.05,0.1
0.69888,0.11,0.01,0.01
0.18,0.69713,0.04,0.07
0.6993,0.04,0.01,0.01
0.6993,0.03,0.02,0.02
0.69923,0.03,0.02,0.02
0.02,0.01,0.03,0.01
0.03,0.04,0.05,0.02
0.07,0.04,0.09,0.02
0.69902,0.04,0.02,0.06
0.02,0.02,0.02,0.01
0.69916,0.04,0.01,0.02
0.03,0.02,0.69832,0.1
0.69923,0.03,0.01,0.03
0.03,0.02,0.02,0.01
0.03,0.02,0.01,0.01
0.05,0.02,0.04,0.02
0.02,0.02,0.02,0.01
0.0031,0.69657,0.03,0.06
0.18,0.0023,0.003,0.69342
0.69888,0.03,0.04,0.03
0.69902,0.07,0.01,0.01
0.03,0.02,0.03,0.02
0.02,0.03,0.06,0.01
0.03,0.02,0.11,0.02
0.1109,0.8865,0.04,0.06
0.69923,0.05,0.02,0.01
0.69923,0.03,0.02,0.02
0.02,0.02,0.03,0.02
0.17,0.09,0.0107,0.68936
0.04,0.03,0.69825,0.06
0.2689,0.7269,0.07,0.12
0.69832,0.04,0.03,0.12
0.69923,0.07,0.01,0.01
0.05,0.02,0.69783,0.08
0.02,0.04,0.04,0.01
0.69909,0.05,0.02,0.02
0.02,0.02,0.04,0.02
0.03,0.09,0.06,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.6993,0.04,0.02,0.01
0.02,0.02,0.02,0.02
0.03,0.02,0.69811,0.11
0.02,0.01,0.03,0.01
0.69923,0.03,0.01,0.03
0.69923,0.03,0.02,0.02
0.8408,0.1571,0.04,0.05
0.69923,0.03,0.02,0.02
0.69902,0.04,0.02,0.06
0.69895,0.03,0.03,0.03
0.69895,0.05,0.02,0.01
0.69909,0.03,0.02,0.03
0.02,0.02,0.01,0.02
0.07,0.13,0.05,0.03
0.02,0.02,0.08,0.02
0.02,0.02,0.02,0.01
0.69909,0.03,0.02,0.04
0.69902,0.04,0.03,0.02
0.16,0.693,0.003,0.0036
0.02,0.02,0.08,0.02
0.14,0.69601,0.07,0.16
0.02,0.02,0.12,0.02
0.69923,0.03,0.02,0.02
0.02,0.02,0.02,0.02
0.002,0.69671,0.07,0.08
0.02,0.02,0.03,0.02
0.05,0.02,0.02,0.01
0.03,0.02,0.02,0.02
0.08,0.02,0.05,0.03
0.1,0.18,0.09,0.07
0.69909,0.03,0.03,0.02
0.69909,0.03,0.02,0.05
0.02,0.01,0.02,0.01
0.6993,0.03,0.01,0.02
0.69902,0.03,0.03,0.02
0.03,0.01,0.69853,0.05
0.02,0.01,0.02,0.01
0.69839,0.15,0.01,0.05
0.6993,0.03,0.02,0.02
0.03,0.02,0.02,0.01
0.04,0.02,0.69839,0.07
0.1141,0.8835,0.05,0.06
0.69916,0.03,0.02,0.02
0.6993,0.03,0.01,0.02
0.03,0.01,0.69839,0.06
0.02,0.01,0.03,0.01
0.0341,0.67452,0.05,0.07
0.14,0.16,0.5903,0.4031
0.04,0.02,0.69811,0.13
0.02,0.02,0.69818,0.1
0.03,0.01,0.03,0.02
0.17,0.69678,0.07,0.09
0.69916,0.03,0.02,0.04
0.69902,0.04,0.02,0.02
0.02,0.02,0.02,0.01
0.12,0.69643,0.08,0.17
0.6993,0.03,0.01,0.02
0.02,0.02,0.69832,0.07
0.69902,0.03,0.02,0.04
0.69902,0.03,0.02,0.04
0.69902,0.03,0.03,0.04
0.69916,0.04,0.02,0.02
0.03,0.04,0.05,0.02
0.03,0.01,0.69853,0.06
0.01,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.04,0.03
0.03,0.03,0.08,0.02
0.6993,0.03,0.01,0.02
0.6993,0.03,0.02,0.02
0.15,0.0021,0.4487,0.5441
0.67445,0.0351,0.02,0.07
0.0035,0.05,0.67746,0.13
0.02,0.05,0.13,0.02
0.03,0.02,0.03,0.02
0.02,0.01,0.02,0.01
0.69846,0.05,0.02,0.06
0.02,0.01,0.69846,0.08
0.69881,0.03,0.05,0.03
0.6993,0.03,0.02,0.02
0.01,0.02,0.02,0.01
0.6993,0.05,0.01,0.02
0.03,0.02,0.02,0.02
0.05,0.02,0.04,0.02
0.14,0.69573,0.15,0.14
0.69916,0.06,0.01,0.03
0.02,0.02,0.04,0.01
0.02,0.03,0.05,0.01
0.02,0.03,0.08,0.02
0.8083,0.19,0.0026,0.1831
0.007,0.12,0.0032,0.68999
0.03,0.02,0.04,0.02
0.03,0.02,0.02,0.01
0.02,0.02,0.04,0.01
0.69909,0.03,0.02,0.02
0.02,0.02,0.04,0.02
0.69909,0.04,0.02,0.04
0.69909,0.04,0.02,0.02
0.03,0.02,0.02,0.02
0.02,0.01,0.02,0.01
0.19,0.69671,0.07,0.09
0.6993,0.04,0.01,0.02
0.69923,0.02,0.02,0.03
0.69923,0.04,0.01,0.02
0.69923,0.04,0.01,0.03
0.0029,0.6965,0.04,0.08
0.04,0.02,0.12,0.02
0.69895,0.03,0.02,0.06
0.6993,0.03,0.02,0.02
0.04,0.02,0.69804,0.06
0.69916,0.04,0.02,0.01
0.03,0.02,0.02,0.02
0.69923,0.03,0.02,0.02
0.69923,0.03,0.02,0.02
0.69923,0.03,0.02,0.03
0.02,0.02,0.02,0.01
0.6993,0.04,0.01,0.02
0.02,0.02,0.05,0.02
0.03,0.02,0.02,0.02
0.03,0.02,0.69832,0.08
0.69923,0.03,0.01,0.03
0.69902,0.03,0.02,0.04
0.69916,0.04,0.02,0.02
0.11,0.06,0.3446,0.12
0.69895,0.07,0.02,0.02
0.04,0.02,0.69706,0.0023
0.6993,0.04,0.01,0.03
0.03,0.04,0.05,0.02
0.3503,0.6467,0.06,0.1
0.02,0.01,0.02,0.01
0.02,0.01,0.03,0.01
0.69923,0.05,0.01,0.02
0.69916,0.02,0.02,0.03
0.1,0.05,0.0023,0.03
0.01,0.01,0.02,0.01
0.6993,0.03,0.01,0.02
0.03,0.02,0.69832,0.05
0.66878,0.0433,0.02,0.03
0.03,0.03,0.08,0.02
0.03,0.02,0.07,0.02
0.02,0.03,0.01,0.02
0.02,0.02,0.02,0.01
0.8644,0.1336,0.03,0.06
0.02,0.03,0.02,0.01
0.02,0.02,0.04,0.01
0.04,0.07,0.06,0.03
0.69923,0.04,0.01,0.03
0.02,0.04,0.06,0.02
0.02,0.02,0.02,0.02
0.02,0.02,0.04,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.05,0.02
0.03,0.02,0.14,0.02
0.67998,0.0275,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.02
0.69895,0.07,0.02,0.01
0.69923,0.04,0.02,0.02
0.69895,0.03,0.02,0.06
0.03,0.02,0.01,0.01
0.12,0.03,0.03,0.02
0.14,0.15,0.4582,0.5351
0.02,0.02,0.02,0.02
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.03,0.08,0.1,0.03
0.5062,0.4889,0.05,0.1
0.69923,0.03,0.02,0.02
0.02,0.02,0.01,0.01
0.03,0.02,0.03,0.02
0.69923,0.02,0.02,0.02
0.02,0.02,0.03,0.01
0.05,0.01,0.03,0.01
0.02,0.02,0.02,0.01
0.02,0.02,0.02,0.01
0.03,0.02,0.69839,0.06
0.0084,0.69097,0.04,0.0031
0.03,0.06,0.06,0.02
