"Anger","Fear","Joy","Sadness"
"0.421","0.494","0.272","0.484"
"0.423","0.587","0.188","0.573"
"0.53","0.686","0.248","0.763"
"0.538","0.634","0.12","0.763"
"0.332","0.555","0.366","0.515"
"0.171","0.254","0.678","0.289"
"0.355","0.554","0.416","0.537"
"0.385","0.346","0.309","0.334"
"0.594","0.746","0.223","0.77"
"0.371","0.391","0.359","0.455"
"0.443","0.474","0.239","0.441"
"0.514","0.599","0.17","0.703"
"0.489","0.576","0.312","0.568"
"0.361","0.37","0.528","0.298"
"0.385","0.393","0.463","0.395"
"0.499","0.725","0.254","0.815"
"0.35","0.488","0.442","0.502"
"0.486","0.61","0.181","0.664"
"0.498","0.66","0.117","0.7"
"0.546","0.632","0.204","0.696"
"0.572","0.721","0.187","0.6"
"0.53","0.544","0.388","0.503"
"0.469","0.707","0.287","0.528"
"0.424","0.74","0.26","0.623"
"0.37","0.465","0.361","0.414"
"0.444","0.641","0.374","0.603"
"0.526","0.635","0.175","0.744"
"0.437","0.588","0.279","0.513"
"0.27","0.287","0.348","0.301"
"0.375","0.407","0.515","0.392"
"0.476","0.614","0.304","0.487"
"0.294","0.451","0.452","0.364"
"0.45","0.492","0.411","0.533"
"0.473","0.722","0.278","0.598"
"0.566","0.628","0.196","0.59"
"0.63","0.632","0.192","0.645"
"0.575","0.462","0.213","0.538"
"0.234","0.116","0.667","0.136"
"0.536","0.609","0.171","0.572"
"0.382","0.502","0.215","0.562"
"0.427","0.656","0.374","0.541"
"0.52","0.702","0.088","0.668"
"0.278","0.271","0.499","0.278"
"0.388","0.421","0.458","0.403"
"0.446","0.63","0.107","0.605"
"0.412","0.606","0.378","0.598"
"0.493","0.764","0.29","0.668"
"0.412","0.506","0.19","0.435"
"0.432","0.456","0.312","0.392"
"0.472","0.549","0.248","0.511"
"0.536","0.726","0.243","0.668"
"0.346","0.46","0.366","0.446"
"0.458","0.462","0.183","0.54"
"0.451","0.62","0.19","0.581"
"0.576","0.619","0.289","0.611"
"0.142","0.169","0.876","0.195"
"0.542","0.662","0.237","0.671"
"0.288","0.277","0.501","0.322"
"0.451","0.556","0.404","0.531"
"0.43","0.588","0.309","0.44"
"0.698","0.646","0.128","0.756"
"0.558","0.528","0.099","0.668"
"0.55","0.712","0.193","0.574"
"0.371","0.47","0.235","0.477"
"0.362","0.33","0.474","0.405"
"0.475","0.696","0.298","0.559"
"0.194","0.327","0.694","0.164"
"0.185","0.241","0.601","0.28"
"0.477","0.55","0.264","0.557"
"0.431","0.525","0.235","0.589"
"0.498","0.587","0.282","0.476"
"0.493","0.504","0.254","0.525"
"0.289","0.37","0.689","0.351"
"0.407","0.446","0.328","0.374"
"0.567","0.734","0.217","0.72"
"0.692","0.752","0.1","0.82"
"0.308","0.383","0.39","0.394"
"0.278","0.297","0.502","0.192"
"0.636","0.488","0.203","0.532"
"0.492","0.574","0.109","0.668"
"0.404","0.479","0.295","0.428"
"0.537","0.598","0.179","0.629"
"0.226","0.063","0.584","0.237"
"0.487","0.582","0.397","0.556"
"0.492","0.513","0.297","0.438"
"0.383","0.384","0.305","0.424"
"0.192","0.178","0.75","0.246"
"0.332","0.401","0.336","0.519"
"0.298","0.255","0.499","0.288"
"0.38","0.302","0.455","0.39"
"0.304","0.2","0.616","0.233"
"0.798","0.711","0.161","0.82"
"0.536","0.677","0.344","0.677"
"0.686","0.609","0.357","0.536"
"0.475","0.627","0.142","0.728"
"0.409","0.466","0.435","0.432"
"0.191","0.311","0.408","0.33"
"0.366","0.619","0.271","0.534"
"0.187","0.265","0.45","0.29"
"0.516","0.662","0.199","0.686"
"0.265","0.202","0.594","0.326"
"0.533","0.486","0.305","0.47"
"0.37","0.484","0.375","0.411"
"0.43","0.681","0.366","0.552"
"0.723","0.58","0.104","0.676"
"0.516","0.603","0.308","0.7"
"0.464","0.443","0.234","0.427"
"0.428","0.446","0.323","0.459"
"0.369","0.481","0.33","0.494"
"0.399","0.432","0.25","0.471"
"0.512","0.702","0.14","0.694"
"0.502","0.646","0.33","0.663"
"0.393","0.469","0.43","0.343"
"0.316","0.298","0.55","0.355"
"0.466","0.547","0.266","0.552"
"0.201","0.295","0.632","0.308"
"0.351","0.459","0.366","0.351"
"0.498","0.63","0.238","0.62"
"0.336","0.555","0.276","0.467"
"0.556","0.511","0.363","0.59"
"0.494","0.768","0.134","0.637"
"0.223","0.278","0.515","0.297"
"0.467","0.669","0.257","0.583"
"0.587","0.609","0.13","0.676"
"0.394","0.428","0.421","0.384"
"0.416","0.597","0.318","0.689"
"0.408","0.734","0.257","0.703"
"0.219","0.27","0.507","0.358"
"0.653","0.687","0.205","0.779"
"0.394","0.516","0.256","0.522"
"0.37","0.4","0.445","0.378"
"0.38","0.498","0.459","0.459"
"0.377","0.508","0.301","0.529"
"0.387","0.489","0.319","0.495"
"0.421","0.629","0.333","0.51"
"0.336","0.396","0.299","0.368"
"0.159","0.176","0.711","0.253"
"0.545","0.638","0.253","0.695"
"0.574","0.606","0.1","0.807"
"0.597","0.614","0.282","0.607"
"0.263","0.296","0.58","0.298"
"0.235","0.302","0.664","0.316"
"0.462","0.45","0.16","0.589"
"0.444","0.426","0.264","0.471"
"0.516","0.509","0.347","0.546"
"0.41","0.385","0.352","0.496"
"0.469","0.511","0.33","0.524"
"0.277","0.378","0.567","0.363"
"0.44","0.497","0.312","0.557"
"0.441","0.478","0.536","0.443"
"0.524","0.595","0.156","0.595"
"0.472","0.57","0.164","0.614"
"0.651","0.636","0.128","0.626"
"0.484","0.504","0.2","0.502"
"0.365","0.374","0.523","0.412"
"0.559","0.513","0.246","0.499"
"0.523","0.616","0.296","0.593"
"0.518","0.47","0.287","0.484"
"0.389","0.42","0.305","0.512"
"0.483","0.488","0.19","0.523"
"0.426","0.517","0.246","0.454"
"0.385","0.624","0.37","0.57"
"0.58","0.718","0.096","0.735"
"0.464","0.449","0.276","0.471"
"0.396","0.446","0.522","0.434"
"0.456","0.536","0.248","0.522"
"0.441","0.615","0.318","0.452"
"0.337","0.414","0.508","0.41"
"0.546","0.581","0.265","0.505"
"0.398","0.462","0.393","0.402"
"0.507","0.688","0.268","0.577"
"0.341","0.442","0.552","0.366"
"0.236","0.274","0.789","0.326"
"0.422","0.361","0.252","0.422"
"0.33","0.471","0.3","0.469"
"0.669","0.577","0.14","0.648"
"0.463","0.608","0.21","0.648"
"0.3","0.403","0.595","0.322"
"0.285","0.404","0.49","0.353"
"0.463","0.686","0.199","0.61"
"0.423","0.477","0.248","0.39"
"0.238","0.283","0.507","0.315"
"0.536","0.565","0.034","0.658"
"0.612","0.571","0.334","0.538"
"0.318","0.397","0.346","0.436"
"0.461","0.686","0.307","0.558"
"0.296","0.407","0.366","0.456"
"0.218","0.193","0.492","0.213"
"0.422","0.506","0.207","0.56"
"0.539","0.979","0.295","0.836"
"0.383","0.577","0.47","0.371"
"0.613","0.662","0.263","0.688"
"0.461","0.428","0.371","0.519"
"0.381","0.53","0.23","0.489"
"0.358","0.352","0.29","0.449"
"0.625","0.822","0.068","0.928"
"0.235","0.336","0.525","0.33"
"0.549","0.599","0.104","0.756"
"0.316","0.363","0.378","0.419"
"0.346","0.289","0.281","0.411"
"0.218","0.172","0.459","0.308"
"0.396","0.579","0.256","0.463"
"0.81","0.604","0.254","0.655"
"0.177","0.264","0.531","0.289"
"0.323","0.41","0.4","0.398"
"0.255","0.358","0.437","0.276"
"0.457","0.453","0.335","0.564"
"0.522","0.642","0.29","0.572"
"0.463","0.76","0.247","0.677"
"0.628","0.548","0.088","0.591"
"0.471","0.377","0.412","0.38"
"0.397","0.422","0.262","0.444"
"0.442","0.432","0.134","0.591"
"0.336","0.283","0.443","0.312"
"0.463","0.478","0.24","0.56"
"0.519","0.638","0.139","0.739"
"0.413","0.61","0.29","0.562"
"0.59","0.666","0.326","0.597"
"0.518","0.497","0.203","0.558"
"0.376","0.451","0.432","0.432"
"0.589","0.662","0.145","0.831"
"0.448","0.504","0.18","0.494"
"0.445","0.662","0.224","0.655"
"0.55","0.649","0.328","0.679"
"0.512","0.475","0.301","0.447"
"0.331","0.473","0.323","0.482"
"0.226","0.436","0.714","0.254"
"0.276","0.383","0.436","0.318"
"0.49","0.734","0.379","0.572"
"0.528","0.63","0.161","0.598"
"0.432","0.506","0.306","0.523"
"0.213","0.292","0.556","0.214"
"0.306","0.317","0.646","0.221"
"0.313","0.421","0.368","0.474"
"0.4","0.54","0.207","0.575"
"0.538","0.57","0.3","0.574"
"0.415","0.554","0.278","0.551"
"0.683","0.85","0.241","0.695"
"0.337","0.492","0.329","0.423"
"0.43","0.58","0.212","0.625"
"0.306","0.352","0.617","0.369"
"0.54","0.617","0.228","0.675"
"0.288","0.474","0.522","0.424"
"0.364","0.618","0.361","0.365"
"0.484","0.677","0.175","0.758"
"0.311","0.329","0.443","0.331"
"0.483","0.587","0.181","0.531"
"0.247","0.336","0.422","0.324"
"0.182","0.335","0.694","0.265"
"0.477","0.463","0.15","0.425"
"0.624","0.596","0.071","0.693"
"0.5","0.541","0.257","0.557"
"0.421","0.636","0.24","0.687"
"0.394","0.343","0.443","0.345"
"0.61","0.621","0.105","0.548"
"0.408","0.428","0.464","0.399"
"0.467","0.557","0.356","0.625"
"0.518","0.734","0.291","0.712"
"0.53","0.63","0.243","0.639"
"0.447","0.474","0.198","0.505"
"0.333","0.438","0.405","0.472"
"0.321","0.508","0.467","0.436"
"0.3","0.273","0.598","0.278"
"0.383","0.471","0.265","0.429"
"0.317","0.244","0.551","0.297"
"0.255","0.31","0.518","0.412"
"0.59","0.635","0.153","0.68"
"0.289","0.122","0.524","0.2"
"0.355","0.353","0.334","0.418"
"0.438","0.381","0.349","0.584"
"0.339","0.306","0.326","0.402"
"0.319","0.334","0.388","0.335"
"0.417","0.608","0.307","0.557"
"0.601","0.528","0.097","0.691"
"0.447","0.364","0.339","0.371"
"0.416","0.484","0.236","0.548"
"0.626","0.765","0.167","0.744"
"0.532","0.732","0.21","0.715"
"0.246","0.17","0.475","0.184"
"0.581","0.638","0.203","0.708"
"0.534","0.482","0.141","0.488"
"0.404","0.553","0.292","0.484"
"0.433","0.563","0.206","0.649"
"0.502","0.651","0.143","0.728"
"0.33","0.365","0.461","0.377"
"0.482","0.433","0.157","0.539"
"0.343","0.45","0.418","0.431"
"0.584","0.802","0.277","0.677"
"0.272","0.254","0.448","0.27"
"0.246","0.304","0.693","0.28"
"0.542","0.542","0.188","0.555"
"0.232","0.221","0.479","0.254"
"0.465","0.487","0.216","0.507"
"0.415","0.558","0.155","0.664"
"0.454","0.681","0.231","0.561"
"0.437","0.638","0.261","0.494"
"0.44","0.655","0.185","0.657"
"0.46","0.6","0.245","0.547"
"0.644","0.65","0.223","0.731"
"0.181","0.178","0.598","0.258"
"0.509","0.734","0.156","0.628"
"0.369","0.489","0.302","0.433"
"0.53","0.531","0.198","0.566"
"0.54","0.544","0.258","0.442"
"0.653","0.711","0.073","0.765"
"0.458","0.538","0.396","0.551"
"0.472","0.395","0.253","0.554"
"0.4","0.568","0.155","0.57"
"0.243","0.393","0.572","0.352"
"0.372","0.386","0.469","0.434"
"0.502","0.552","0.21","0.504"
"0.422","0.498","0.205","0.502"
"0.453","0.567","0.332","0.567"
"0.341","0.254","0.342","0.234"
"0.362","0.405","0.519","0.269"
"0.45","0.481","0.249","0.477"
"0.197","0.211","0.592","0.227"
"0.387","0.362","0.359","0.398"
"0.354","0.51","0.147","0.598"
"0.474","0.616","0.14","0.551"
"0.293","0.271","0.596","0.327"
"0.305","0.311","0.508","0.306"
"0.496","0.703","0.37","0.615"
"0.401","0.61","0.23","0.606"
"0.608","0.708","0.242","0.866"
"0.473","0.48","0.128","0.55"
"0.504","0.587","0.166","0.621"
"0.41","0.39","0.27","0.544"
"0.356","0.424","0.476","0.4"
"0.42","0.652","0.141","0.723"
"0.511","0.848","0.244","0.863"
"0.397","0.387","0.482","0.454"
"0.523","0.554","0.279","0.68"
"0.548","0.55","0.096","0.518"
"0.474","0.624","0.246","0.544"
"0.45","0.602","0.142","0.646"
"0.244","0.222","0.567","0.221"
"0.496","0.596","0.154","0.725"
"0.275","0.324","0.548","0.287"
"0.427","0.356","0.417","0.378"
"0.405","0.577","0.256","0.575"
"0.419","0.382","0.269","0.404"
"0.367","0.473","0.365","0.379"
"0.274","0.272","0.277","0.302"
"0.542","0.268","0.317","0.401"
"0.292","0.288","0.684","0.278"
"0.514","0.674","0.132","0.677"
"0.563","0.733","0.125","0.679"
"0.522","0.504","0.312","0.53"
"0.521","0.58","0.333","0.531"
"0.443","0.678","0.151","0.761"
"0.456","0.546","0.196","0.516"
"0.542","0.568","0.238","0.525"
"0.218","0.204","0.571","0.264"
"0.502","0.449","0.355","0.435"
"0.347","0.61","0.333","0.601"
"0.587","0.73","0.087","0.85"
"0.448","0.659","0.404","0.612"
"0.416","0.376","0.472","0.288"
"0.532","0.658","0.322","0.765"
"0.41","0.549","0.275","0.575"
"0.347","0.444","0.306","0.377"
"0.252","0.201","0.558","0.378"
"0.573","0.758","0.099","0.926"
"0.366","0.25","0.446","0.423"
"0.276","0.262","0.61","0.248"
"0.51","0.701","0.301","0.573"
"0.626","0.575","0.136","0.701"
"0.543","0.655","0.333","0.74"
"0.602","0.735","0.215","0.645"
"0.313","0.278","0.402","0.332"
"0.553","0.502","0.205","0.508"
"0.447","0.622","0.254","0.561"
"0.486","0.559","0.181","0.625"
"0.257","0.289","0.414","0.248"
"0.448","0.778","0.182","0.704"
"0.534","0.634","0.276","0.551"
"0.46","0.52","0.416","0.459"
"0.592","0.61","0.159","0.574"
"0.46","0.584","0.219","0.657"
"0.479","0.757","0.35","0.75"
"0.228","0.22","0.554","0.282"
"0.427","0.465","0.402","0.454"
"0.654","0.616","0.189","0.672"
"0.478","0.522","0.328","0.558"
"0.419","0.629","0.136","0.649"
"0.213","0.289","0.593","0.32"
"0.238","0.176","0.646","0.248"
"0.678","0.675","0.2","0.724"
"0.533","0.509","0.417","0.611"
"0.457","0.523","0.22","0.476"
"0.624","0.552","0.199","0.576"
"0.506","0.705","0.141","0.601"
"0.49","0.625","0.198","0.622"
"0.686","0.67","0.127","0.77"
"0.58","0.462","0.308","0.55"
"0.516","0.604","0.227","0.631"
"0.582","0.673","0.303","0.686"
"0.471","0.748","0.264","0.712"
"0.527","0.61","0.205","0.683"
"0.516","0.582","0.2","0.561"
"0.558","0.659","0.152","0.847"
"0.446","0.501","0.381","0.384"
"0.491","0.548","0.202","0.601"
"0.254","0.336","0.635","0.255"
"0.084","0.146","0.801","0.152"
"0.426","0.514","0.255","0.511"
"0.396","0.46","0.294","0.431"
"0.606","0.728","0.237","0.629"
"0.537","0.569","0.274","0.624"
"0.443","0.508","0.314","0.581"
"0.136","0.182","0.611","0.228"
"0.336","0.362","0.489","0.422"
"0.743","0.573","0.061","0.57"
"0.503","0.516","0.287","0.405"
"0.42","0.508","0.186","0.605"
"0.495","0.568","0.233","0.518"
"0.417","0.452","0.197","0.562"
"0.527","0.611","0.362","0.446"
"0.528","0.722","0.095","0.683"
"0.626","0.578","0.124","0.672"
"0.409","0.488","0.382","0.453"
"0.45","0.492","0.302","0.442"
"0.33","0.258","0.535","0.261"
"0.513","0.586","0.193","0.594"
"0.632","0.747","0.227","0.784"
"0.415","0.654","0.186","0.617"
"0.582","0.701","0.287","0.587"
"0.502","0.67","0.119","0.694"
"0.173","0.249","0.705","0.286"
"0.186","0.246","0.453","0.312"
"0.296","0.267","0.596","0.359"
"0.315","0.35","0.522","0.315"
"0.365","0.458","0.432","0.337"
"0.32","0.305","0.431","0.347"
"0.285","0.515","0.208","0.53"
"0.595","0.649","0.152","0.684"
"0.493","0.618","0.195","0.679"
"0.412","0.391","0.504","0.342"
"0.435","0.631","0.485","0.542"
"0.396","0.298","0.265","0.418"
"0.366","0.353","0.407","0.343"
"0.385","0.464","0.457","0.463"
"0.426","0.476","0.133","0.491"
"0.606","0.655","0.276","0.653"
"0.47","0.598","0.382","0.653"
"0.427","0.698","0.285","0.679"
"0.215","0.193","0.726","0.253"
"0.236","0.173","0.521","0.234"
"0.482","0.531","0.239","0.57"
"0.531","0.707","0.168","0.676"
"0.198","0.174","0.49","0.228"
"0.282","0.244","0.475","0.292"
"0.44","0.408","0.321","0.502"
"0.248","0.298","0.489","0.439"
"0.405","0.565","0.122","0.582"
"0.267","0.281","0.739","0.361"
"0.421","0.548","0.325","0.58"
"0.501","0.671","0.265","0.569"
"0.32","0.448","0.29","0.424"
"0.758","0.565","0.178","0.594"
"0.223","0.249","0.571","0.203"
"0.569","0.559","0.199","0.637"
"0.33","0.253","0.399","0.382"
"0.492","0.608","0.28","0.578"
"0.504","0.701","0.251","0.653"
"0.406","0.354","0.276","0.52"
"0.393","0.545","0.366","0.539"
"0.62","0.775","0.163","0.724"
"0.204","0.272","0.576","0.267"
"0.489","0.508","0.183","0.613"
"0.428","0.514","0.213","0.419"
"0.287","0.371","0.532","0.34"
"0.402","0.469","0.401","0.488"
"0.168","0.223","0.664","0.23"
"0.459","0.618","0.218","0.611"
"0.595","0.547","0.202","0.588"
"0.21","0.265","0.492","0.331"
"0.537","0.562","0.3","0.536"
"0.585","0.682","0.135","0.715"
"0.487","0.615","0.176","0.691"
"0.325","0.241","0.493","0.363"
"0.238","0.285","0.576","0.425"
"0.391","0.595","0.208","0.599"
"0.293","0.201","0.428","0.255"
"0.378","0.645","0.249","0.612"
"0.259","0.3","0.425","0.267"
"0.399","0.521","0.28","0.449"
"0.374","0.543","0.379","0.529"
"0.591","0.588","0.219","0.628"
"0.452","0.626","0.164","0.652"
"0.507","0.771","0.166","0.686"
"0.516","0.625","0.286","0.607"
"0.399","0.45","0.284","0.513"
"0.628","0.648","0.155","0.733"
"0.34","0.374","0.323","0.365"
"0.304","0.267","0.555","0.292"
"0.495","0.551","0.192","0.671"
"0.47","0.631","0.191","0.573"
"0.288","0.261","0.354","0.304"
"0.401","0.356","0.393","0.324"
"0.238","0.35","0.406","0.414"
"0.598","0.746","0.092","0.765"
"0.286","0.246","0.559","0.3"
"0.583","0.752","0.161","0.764"
"0.393","0.511","0.173","0.535"
"0.42","0.622","0.193","0.604"
"0.364","0.482","0.306","0.459"
"0.421","0.582","0.196","0.502"
"0.738","0.63","0.221","0.676"
"0.389","0.394","0.362","0.423"
"0.531","0.584","0.269","0.551"
"0.412","0.563","0.468","0.508"
"0.423","0.506","0.198","0.448"
"0.534","0.362","0.345","0.45"
"0.298","0.336","0.595","0.294"
"0.393","0.363","0.384","0.424"
"0.296","0.424","0.423","0.397"
"0.494","0.569","0.29","0.515"
"0.345","0.278","0.692","0.294"
"0.505","0.452","0.311","0.444"
"0.445","0.352","0.491","0.433"
"0.585","0.748","0.123","0.727"
"0.594","0.663","0.169","0.654"
"0.376","0.551","0.434","0.54"
"0.429","0.506","0.253","0.501"
"0.566","0.498","0.084","0.603"
"0.402","0.369","0.226","0.376"
"0.519","0.722","0.199","0.787"
"0.437","0.633","0.242","0.591"
"0.441","0.436","0.312","0.464"
"0.199","0.017","0.567","0.167"
"0.237","0.279","0.46","0.24"
"0.378","0.582","0.316","0.558"
"0.484","0.439","0.265","0.558"
"0.478","0.589","0.18","0.587"
"0.229","0.328","0.424","0.364"
"0.189","0.219","0.643","0.29"
"0.148","0.151","0.661","0.279"
"0.568","0.612","0.187","0.743"
"0.314","0.256","0.266","0.38"
"0.343","0.465","0.498","0.337"
"0.494","0.453","0.292","0.489"
"0.392","0.86","0.252","0.53"
"0.496","0.498","0.315","0.555"
"0.43","0.533","0.399","0.548"
"0.334","0.35","0.307","0.391"
"0.488","0.442","0.426","0.521"
"0.386","0.341","0.54","0.366"
"0.237","0.224","0.611","0.247"
"0.308","0.266","0.453","0.305"
"0.568","0.606","0.23","0.6"
"0.628","0.617","0.17","0.646"
"0.501","0.836","0.29","0.758"
"0.365","0.432","0.504","0.419"
"0.383","0.365","0.557","0.284"
"0.234","0.228","0.621","0.344"
"0.472","0.561","0.22","0.71"
"0.111","0.24","0.696","0.287"
"0.286","0.353","0.497","0.286"
"0.463","0.642","0.233","0.645"
"0.649","0.801","0.148","0.903"
"0.308","0.344","0.67","0.358"
"0.357","0.401","0.412","0.433"
"0.6","0.412","0.217","0.586"
"0.426","0.492","0.287","0.526"
"0.189","0.122","0.628","0.257"
"0.569","0.509","0.252","0.529"
"0.277","0.31","0.567","0.277"
"0.592","0.711","0.217","0.669"
"0.393","0.403","0.484","0.511"
"0.501","0.672","0.167","0.762"
"0.453","0.607","0.127","0.649"
"0.257","0.228","0.589","0.258"
"0.52","0.659","0.295","0.598"
"0.426","0.568","0.23","0.545"
"0.215","0.321","0.605","0.377"
"0.514","0.78","0.246","0.687"
"0.418","0.536","0.322","0.641"
"0.312","0.261","0.576","0.3"
"0.347","0.581","0.298","0.429"
"0.495","0.617","0.39","0.602"
"0.386","0.569","0.31","0.595"
"0.353","0.347","0.358","0.355"
"0.32","0.38","0.339","0.361"
"0.435","0.535","0.348","0.515"
"0.394","0.546","0.281","0.49"
"0.354","0.422","0.342","0.413"
"0.455","0.546","0.16","0.605"
"0.45","0.547","0.25","0.505"
"0.243","0.223","0.59","0.254"
"0.519","0.683","0.322","0.491"
"0.428","0.457","0.283","0.448"
"0.254","0.295","0.449","0.385"
"0.28","0.236","0.568","0.222"
"0.164","0.199","0.459","0.302"
"0.433","0.566","0.245","0.582"
"0.445","0.647","0.242","0.606"
"0.343","0.722","0.34","0.569"
"0.465","0.632","0.253","0.635"
"0.466","0.511","0.299","0.447"
"0.502","0.642","0.159","0.848"
"0.45","0.532","0.171","0.549"
"0.681","0.721","0.256","0.742"
"0.478","0.588","0.198","0.66"
"0.449","0.541","0.318","0.491"
"0.209","0.274","0.654","0.347"
"0.414","0.638","0.353","0.575"
"0.245","0.196","0.442","0.214"
"0.398","0.435","0.496","0.427"
"0.302","0.442","0.435","0.419"
"0.427","0.605","0.273","0.51"
"0.25","0.359","0.485","0.35"
"0.418","0.521","0.306","0.532"
"0.55","0.494","0.208","0.573"
"0.376","0.268","0.298","0.42"
"0.413","0.681","0.132","0.64"
"0.476","0.6","0.245","0.573"
"0.392","0.51","0.221","0.51"
"0.398","0.495","0.204","0.558"
"0.372","0.49","0.402","0.47"
"0.476","0.622","0.27","0.558"
"0.47","0.654","0.233","0.689"
"0.59","0.603","0.223","0.749"
"0.359","0.531","0.454","0.456"
"0.33","0.448","0.389","0.488"
"0.595","0.714","0.097","0.726"
"0.53","0.583","0.139","0.814"
"0.42","0.546","0.357","0.536"
"0.347","0.429","0.489","0.448"
"0.426","0.432","0.367","0.485"
"0.219","0.254","0.398","0.296"
"0.537","0.613","0.198","0.5"
"0.574","0.586","0.166","0.604"
"0.245","0.245","0.736","0.27"
"0.35","0.503","0.349","0.633"
"0.235","0.261","0.447","0.316"
"0.085","0.164","0.776","0.219"
"0.522","0.673","0.19","0.714"
"0.37","0.484","0.344","0.439"
"0.688","0.773","0.228","0.762"
"0.187","0.101","0.737","0.273"
"0.306","0.207","0.473","0.362"
"0.525","0.69","0.173","0.622"
"0.48","0.562","0.171","0.628"
"0.578","0.7","0.147","0.769"
"0.341","0.515","0.429","0.413"
"0.32","0.251","0.384","0.273"
"0.424","0.531","0.422","0.45"
"0.299","0.418","0.415","0.43"
"0.52","0.621","0.215","0.668"
"0.469","0.489","0.17","0.481"
"0.411","0.493","0.347","0.535"
"0.48","0.441","0.425","0.475"
"0.396","0.51","0.197","0.453"
"0.713","0.677","0.147","0.627"
"0.556","0.628","0.187","0.654"
"0.519","0.755","0.202","0.629"
"0.374","0.501","0.275","0.553"
"0.443","0.535","0.398","0.424"
"0.592","0.687","0.197","0.57"
"0.515","0.714","0.149","0.694"
"0.565","0.614","0.166","0.794"
"0.387","0.535","0.198","0.509"
"0.323","0.504","0.431","0.496"
"0.558","0.568","0.086","0.674"
"0.577","0.468","0.183","0.644"
"0.418","0.504","0.428","0.527"
"0.324","0.452","0.472","0.46"
"0.527","0.404","0.188","0.499"
"0.382","0.532","0.229","0.582"
"0.524","0.762","0.185","0.659"
"0.442","0.485","0.243","0.513"
"0.526","0.621","0.215","0.666"
"0.604","0.758","0.13","0.882"
"0.336","0.526","0.191","0.547"
"0.542","0.522","0.131","0.547"
"0.358","0.502","0.243","0.513"
"0.302","0.428","0.559","0.476"
"0.532","0.75","0.156","0.729"
"0.386","0.433","0.219","0.381"
"0.288","0.242","0.474","0.268"
"0.396","0.364","0.439","0.331"
"0.285","0.209","0.404","0.31"
"0.451","0.456","0.251","0.486"
"0.302","0.362","0.446","0.296"
"0.465","0.782","0.195","0.752"
"0.543","0.712","0.331","0.712"
"0.19","0.13","0.692","0.229"
"0.44","0.64","0.301","0.525"
"0.362","0.407","0.353","0.436"
"0.173","0.231","0.482","0.26"
"0.56","0.573","0.095","0.576"
"0.598","0.735","0.166","0.868"
"0.524","0.676","0.128","0.664"
"0.525","0.634","0.248","0.656"
"0.387","0.337","0.452","0.344"
"0.338","0.527","0.293","0.515"
"0.421","0.432","0.23","0.445"
"0.536","0.506","0.145","0.516"
"0.636","0.622","0.193","0.656"
"0.461","0.576","0.41","0.554"
"0.376","0.424","0.418","0.326"
"0.303","0.335","0.517","0.316"
"0.436","0.725","0.09","0.755"
"0.358","0.357","0.308","0.336"
"0.334","0.494","0.355","0.417"
"0.368","0.421","0.313","0.472"
"0.439","0.447","0.368","0.459"
"0.553","0.774","0.222","0.626"
"0.311","0.427","0.252","0.477"
"0.317","0.321","0.461","0.312"
"0.315","0.305","0.479","0.257"
"0.224","0.248","0.541","0.306"
"0.2","0.252","0.747","0.221"
"0.372","0.398","0.242","0.532"
"0.477","0.335","0.322","0.376"
"0.51","0.709","0.258","0.557"
"0.435","0.652","0.209","0.622"
"0.366","0.565","0.198","0.477"
"0.367","0.284","0.493","0.32"
"0.469","0.523","0.242","0.457"
"0.488","0.587","0.224","0.44"
"0.493","0.556","0.23","0.596"
"0.365","0.38","0.443","0.39"
"0.297","0.368","0.537","0.346"
"0.61","0.587","0.152","0.661"
"0.304","0.262","0.495","0.33"
"0.396","0.549","0.267","0.5"
"0.231","0.197","0.467","0.29"
"0.531","0.728","0.204","0.674"
"0.494","0.519","0.32","0.548"
"0.416","0.376","0.358","0.454"
"0.307","0.284","0.524","0.216"
"0.392","0.597","0.323","0.542"
"0.344","0.373","0.383","0.434"
"0.431","0.684","0.335","0.582"
"0.53","0.638","0.165","0.694"
"0.438","0.637","0.23","0.708"
"0.439","0.82","0.188","0.608"
"0.466","0.642","0.223","0.497"
"0.41","0.522","0.314","0.49"
"0.471","0.568","0.285","0.493"
"0.253","0.234","0.482","0.271"
"0.436","0.601","0.184","0.639"
"0.386","0.374","0.214","0.429"
"0.347","0.431","0.47","0.471"
"0.409","0.515","0.272","0.52"
"0.312","0.353","0.318","0.428"
"0.384","0.35","0.535","0.296"
"0.497","0.547","0.405","0.536"
"0.428","0.445","0.282","0.536"
"0.518","0.648","0.065","0.723"
"0.52","0.653","0.092","0.722"
"0.518","0.502","0.179","0.568"
"0.54","0.574","0.238","0.547"
"0.351","0.487","0.379","0.473"
"0.216","0.181","0.537","0.244"
"0.365","0.454","0.283","0.417"
"0.325","0.317","0.706","0.339"
"0.478","0.376","0.352","0.342"
"0.413","0.648","0.398","0.554"
"0.401","0.556","0.233","0.545"
"0.327","0.332","0.541","0.285"
"0.646","0.591","0.246","0.69"
"0.236","0.158","0.528","0.291"
"0.547","0.68","0.181","0.795"
"0.407","0.496","0.286","0.338"
"0.432","0.556","0.343","0.633"
"0.355","0.19","0.447","0.314"
"0.189","0.172","0.586","0.261"
"0.485","0.513","0.261","0.479"
"0.496","0.721","0.361","0.649"
"0.345","0.262","0.416","0.299"
"0.598","0.725","0.079","0.872"
"0.482","0.529","0.263","0.536"
